Ra, Rb
1.383519, 0.185978
1.384950, 0.186075
1.386381, 0.186171
1.387812, 0.186267
1.389242, 0.186363
1.390673, 0.186459
1.392104, 0.186555
1.393534, 0.186650
1.394965, 0.186746
1.396396, 0.186842
1.397826, 0.186938
1.399257, 0.187033
1.400687, 0.187129
1.402117, 0.187224
1.403548, 0.187320
1.404978, 0.187415
1.406408, 0.187511
1.407838, 0.187606
1.409268, 0.187701
1.410698, 0.187796
1.412128, 0.187891
1.413557, 0.187987
1.414987, 0.188082
1.416417, 0.188177
1.417846, 0.188271
1.419275, 0.188366
1.420705, 0.188461
1.422134, 0.188556
1.423563, 0.188651
1.424991, 0.188745
1.426420, 0.188840
1.427849, 0.188934
1.429277, 0.189029
1.430705, 0.189123
1.432134, 0.189218
1.433562, 0.189312
1.434989, 0.189406
1.436417, 0.189500
1.437845, 0.189595
1.439272, 0.189689
1.440699, 0.189783
1.442126, 0.189877
1.443553, 0.189971
1.444980, 0.190064
1.446406, 0.190158
1.447832, 0.190252
1.449258, 0.190346
1.450684, 0.190439
1.452110, 0.190533
1.453535, 0.190626
1.454961, 0.190720
1.456386, 0.190813
1.457811, 0.190906
1.459235, 0.191000
1.460660, 0.191093
1.462084, 0.191186
1.463508, 0.191279
1.464932, 0.191372
1.466355, 0.191465
1.467778, 0.191558
1.469202, 0.191651
1.470624, 0.191744
1.472047, 0.191836
1.473469, 0.191929
1.474892, 0.192022
1.476313, 0.192114
1.477735, 0.192207
1.479157, 0.192299
1.480578, 0.192391
1.481999, 0.192484
1.483419, 0.192576
1.484840, 0.192668
1.486260, 0.192760
1.487680, 0.192852
1.489100, 0.192944
1.490520, 0.193036
1.491939, 0.193128
1.493358, 0.193220
1.494777, 0.193312
1.496195, 0.193403
1.497614, 0.193495
1.499032, 0.193587
1.500450, 0.193678
1.501867, 0.193770
1.503285, 0.193861
1.504702, 0.193952
1.506119, 0.194044
1.507536, 0.194135
1.508953, 0.194226
1.510369, 0.194317
1.511785, 0.194408
1.513201, 0.194499
1.514617, 0.194590
1.516032, 0.194681
1.517448, 0.194772
1.518863, 0.194863
1.520278, 0.194954
1.521693, 0.195044
1.523107, 0.195135
1.524522, 0.195226
1.525936, 0.195316
1.527350, 0.195407
1.528764, 0.195497
1.530178, 0.195587
1.531592, 0.195678
1.533005, 0.195768
1.534418, 0.195858
1.535831, 0.195948
1.537244, 0.196039
1.538657, 0.196129
1.540070, 0.196219
1.541483, 0.196309
1.542895, 0.196399
1.544307, 0.196488
1.545720, 0.196578
1.547132, 0.196668
1.548544, 0.196758
1.549956, 0.196847
1.551368, 0.196937
1.552779, 0.197027
1.554191, 0.197116
1.555602, 0.197206
1.557014, 0.197295
1.558425, 0.197384
1.559836, 0.197474
1.561247, 0.197563
1.562659, 0.197652
1.564070, 0.197742
1.565481, 0.197831
1.566891, 0.197920
1.568302, 0.198009
1.569713, 0.198098
1.571124, 0.198187
1.572534, 0.198276
1.573945, 0.198365
1.575356, 0.198454
1.576766, 0.198543
1.578177, 0.198631
1.579587, 0.198720
1.580998, 0.198809
1.582408, 0.198897
1.583818, 0.198986
1.585229, 0.199075
1.586639, 0.199163
1.588049, 0.199252
1.589459, 0.199340
1.590870, 0.199429
1.592280, 0.199517
1.593690, 0.199605
1.595100, 0.199694
1.596510, 0.199782
1.597921, 0.199870
1.599331, 0.199958
1.600741, 0.200046
1.602151, 0.200134
1.603561, 0.200222
1.604971, 0.200310
1.606381, 0.200398
1.607792, 0.200486
1.609202, 0.200574
1.610612, 0.200662
1.612022, 0.200750
1.613432, 0.200838
1.614842, 0.200926
1.616252, 0.201013
1.617663, 0.201101
1.619073, 0.201189
1.620483, 0.201276
1.621893, 0.201364
1.623303, 0.201451
1.624714, 0.201539
1.626124, 0.201626
1.627534, 0.201714
1.628945, 0.201801
1.630355, 0.201888
1.631765, 0.201976
1.633175, 0.202063
1.634586, 0.202150
1.635996, 0.202237
1.637407, 0.202324
1.638817, 0.202412
1.640227, 0.202499
1.641638, 0.202586
1.643048, 0.202673
1.644459, 0.202760
1.645869, 0.202847
1.647280, 0.202933
1.648690, 0.203020
1.650101, 0.203107
1.651511, 0.203194
1.652922, 0.203281
1.654333, 0.203367
1.655743, 0.203454
1.657154, 0.203541
1.658565, 0.203627
1.659975, 0.203714
1.661386, 0.203801
1.662797, 0.203887
1.664208, 0.203974
1.665618, 0.204060
1.667029, 0.204146
1.668440, 0.204233
1.669851, 0.204319
1.671262, 0.204405
1.672673, 0.204492
1.674084, 0.204578
1.675495, 0.204664
1.676906, 0.204750
1.678317, 0.204836
1.679728, 0.204922
1.681139, 0.205008
1.682550, 0.205094
1.683961, 0.205180
1.685372, 0.205266
1.686783, 0.205352
1.688195, 0.205438
1.689606, 0.205524
1.691017, 0.205610
1.692428, 0.205696
1.693840, 0.205781
1.695251, 0.205867
1.696662, 0.205953
1.698074, 0.206038
1.699485, 0.206124
1.700896, 0.206210
1.702308, 0.206295
1.703719, 0.206381
1.705131, 0.206466
1.706542, 0.206552
1.707954, 0.206637
1.709365, 0.206722
1.710777, 0.206808
1.712188, 0.206893
1.713600, 0.206978
1.715012, 0.207063
1.716423, 0.207149
1.717835, 0.207234
1.719247, 0.207319
1.720658, 0.207404
1.722070, 0.207489
1.723482, 0.207574
1.724894, 0.207659
1.726306, 0.207744
1.727718, 0.207829
1.729129, 0.207914
1.730541, 0.207999
1.731953, 0.208084
1.733365, 0.208169
1.734777, 0.208253
1.736189, 0.208338
1.737601, 0.208423
1.739013, 0.208507
1.740426, 0.208592
1.741838, 0.208677
1.743250, 0.208761
1.744662, 0.208846
1.746074, 0.208930
1.747486, 0.209015
1.748899, 0.209099
1.750311, 0.209184
1.751723, 0.209268
1.753136, 0.209352
