Ra, Rb
6.328485, 0.397759
6.328573, 0.397762
6.328661, 0.397764
6.328749, 0.397767
6.328837, 0.397770
6.328926, 0.397773
6.329015, 0.397776
6.329104, 0.397778
6.329193, 0.397781
6.329283, 0.397784
6.329373, 0.397787
6.329463, 0.397790
6.329553, 0.397792
6.329644, 0.397795
6.329735, 0.397798
6.329826, 0.397801
6.329917, 0.397804
6.330008, 0.397807
6.330100, 0.397810
6.330192, 0.397813
6.330285, 0.397815
6.330377, 0.397818
6.330470, 0.397821
6.330563, 0.397824
6.330656, 0.397827
6.330750, 0.397830
6.330844, 0.397833
6.330938, 0.397836
6.331032, 0.397839
6.331126, 0.397842
6.331221, 0.397845
6.331316, 0.397848
6.331411, 0.397851
6.331507, 0.397854
6.331603, 0.397857
6.331699, 0.397860
6.331795, 0.397863
6.331891, 0.397866
6.331988, 0.397869
6.332085, 0.397872
6.332182, 0.397875
6.332280, 0.397878
6.332377, 0.397881
6.332475, 0.397884
6.332573, 0.397887
6.332672, 0.397890
6.332771, 0.397894
6.332870, 0.397897
6.332969, 0.397900
6.333068, 0.397903
6.333168, 0.397906
6.333268, 0.397909
6.333368, 0.397912
6.333468, 0.397915
6.333569, 0.397919
6.333670, 0.397922
6.333771, 0.397925
6.333872, 0.397928
6.333974, 0.397931
6.334076, 0.397935
6.334178, 0.397938
6.334280, 0.397941
6.334383, 0.397944
6.334485, 0.397947
6.334589, 0.397951
6.334692, 0.397954
6.334795, 0.397957
6.334899, 0.397960
6.335003, 0.397964
6.335108, 0.397967
6.335212, 0.397970
6.335317, 0.397974
6.335422, 0.397977
6.335527, 0.397980
6.335633, 0.397983
6.335739, 0.397987
6.335845, 0.397990
6.335951, 0.397993
6.336057, 0.397997
6.336164, 0.398000
6.336271, 0.398003
6.336378, 0.398007
6.336486, 0.398010
6.336593, 0.398014
6.336701, 0.398017
6.336810, 0.398020
6.336918, 0.398024
6.337027, 0.398027
6.337136, 0.398031
6.337245, 0.398034
6.337354, 0.398038
6.337464, 0.398041
6.337574, 0.398044
6.337684, 0.398048
6.337794, 0.398051
6.337905, 0.398055
6.338016, 0.398058
6.338127, 0.398062
6.338239, 0.398065
6.338350, 0.398069
6.338462, 0.398072
6.338574, 0.398076
6.338687, 0.398079
6.338799, 0.398083
6.338912, 0.398086
6.339025, 0.398090
6.339138, 0.398094
6.339252, 0.398097
6.339366, 0.398101
6.339480, 0.398104
6.339594, 0.398108
6.339709, 0.398111
6.339824, 0.398115
6.339939, 0.398119
6.340054, 0.398122
6.340169, 0.398126
6.340285, 0.398130
6.340401, 0.398133
6.340517, 0.398137
6.340634, 0.398140
6.340751, 0.398144
6.340868, 0.398148
6.340985, 0.398152
6.341102, 0.398155
6.341220, 0.398159
6.341338, 0.398163
6.341456, 0.398166
6.341575, 0.398170
6.341693, 0.398174
6.341812, 0.398177
6.341932, 0.398181
6.342051, 0.398185
6.342171, 0.398189
6.342291, 0.398192
6.342411, 0.398196
6.342531, 0.398200
6.342652, 0.398204
6.342773, 0.398208
6.342894, 0.398211
6.343015, 0.398215
6.343137, 0.398219
6.343259, 0.398223
6.343381, 0.398227
6.343503, 0.398231
6.343626, 0.398234
6.343748, 0.398238
6.343872, 0.398242
6.343995, 0.398246
6.344118, 0.398250
6.344242, 0.398254
6.344366, 0.398258
6.344491, 0.398262
6.344615, 0.398265
6.344740, 0.398269
6.344865, 0.398273
6.344990, 0.398277
6.345116, 0.398281
6.345241, 0.398285
6.345367, 0.398289
6.345494, 0.398293
6.345620, 0.398297
6.345747, 0.398301
6.345874, 0.398305
6.346001, 0.398309
6.346129, 0.398313
6.346256, 0.398317
6.346384, 0.398321
6.346512, 0.398325
6.346641, 0.398329
6.346769, 0.398333
6.346898, 0.398337
6.347028, 0.398341
6.347157, 0.398345
6.347287, 0.398349
6.347416, 0.398353
6.347547, 0.398357
6.347677, 0.398362
6.347808, 0.398366
6.347938, 0.398370
6.348070, 0.398374
6.348201, 0.398378
6.348332, 0.398382
6.348464, 0.398386
6.348596, 0.398390
6.348729, 0.398395
6.348861, 0.398399
6.348994, 0.398403
6.349127, 0.398407
6.349260, 0.398411
6.349394, 0.398415
6.349528, 0.398420
6.349662, 0.398424
6.349796, 0.398428
6.349930, 0.398432
6.350065, 0.398436
6.350200, 0.398441
6.350335, 0.398445
6.350471, 0.398449
6.350607, 0.398453
6.350742, 0.398458
6.350879, 0.398462
6.351015, 0.398466
6.351152, 0.398471
6.351289, 0.398475
6.351426, 0.398479
6.351563, 0.398483
6.351701, 0.398488
6.351839, 0.398492
6.351977, 0.398496
6.352115, 0.398501
6.352254, 0.398505
6.352393, 0.398509
6.352532, 0.398514
6.352671, 0.398518
6.352811, 0.398523
6.352951, 0.398527
6.353091, 0.398531
6.353231, 0.398536
6.353372, 0.398540
6.353512, 0.398545
6.353653, 0.398549
6.353795, 0.398553
6.353936, 0.398558
6.354078, 0.398562
6.354220, 0.398567
6.354362, 0.398571
6.354505, 0.398576
6.354648, 0.398580
6.354790, 0.398585
6.354934, 0.398589
6.355077, 0.398594
6.355221, 0.398598
6.355365, 0.398603
6.355509, 0.398607
6.355653, 0.398612
6.355798, 0.398616
6.355943, 0.398621
6.356088, 0.398625
6.356234, 0.398630
6.356379, 0.398635
6.356525, 0.398639
6.356671, 0.398644
6.356818, 0.398648
6.356964, 0.398653
6.357111, 0.398657
6.357258, 0.398662
6.357405, 0.398667
6.357553, 0.398671
6.357701, 0.398676
6.357849, 0.398681
6.357997, 0.398685
8.909237, 0.471944
8.909278, 0.471945
8.909319, 0.471946
8.909360, 0.471947
8.909401, 0.471948
8.909443, 0.471949
8.909484, 0.471950
8.909526, 0.471951
8.909568, 0.471953
8.909610, 0.471954
8.909653, 0.471955
8.909695, 0.471956
8.909738, 0.471957
8.909781, 0.471958
8.909824, 0.471959
8.909868, 0.471960
8.909911, 0.471962
8.909955, 0.471963
8.909998, 0.471964
8.910042, 0.471965
8.910086, 0.471966
8.910131, 0.471967
8.910175, 0.471969
8.910220, 0.471970
8.910265, 0.471971
8.910310, 0.471972
8.910355, 0.471973
8.910400, 0.471975
8.910446, 0.471976
8.910492, 0.471977
8.910538, 0.471978
8.910584, 0.471979
8.910630, 0.471981
8.910676, 0.471982
8.910723, 0.471983
8.910770, 0.471984
8.910817, 0.471986
8.910864, 0.471987
8.910911, 0.471988
8.910958, 0.471989
8.911006, 0.471991
8.911054, 0.471992
8.911102, 0.471993
8.911150, 0.471994
8.911198, 0.471996
8.911247, 0.471997
8.911296, 0.471998
8.911344, 0.472000
8.911393, 0.472001
8.911443, 0.472002
8.911492, 0.472003
8.911542, 0.472005
8.911591, 0.472006
8.911641, 0.472007
8.911691, 0.472009
8.911742, 0.472010
8.911792, 0.472011
8.911843, 0.472013
8.911893, 0.472014
8.911944, 0.472015
8.911996, 0.472017
8.912047, 0.472018
8.912098, 0.472020
8.912150, 0.472021
8.912202, 0.472022
8.912254, 0.472024
8.912306, 0.472025
8.912358, 0.472026
8.912411, 0.472028
8.912464, 0.472029
8.912516, 0.472031
8.912570, 0.472032
8.912623, 0.472033
8.912676, 0.472035
8.912730, 0.472036
8.912783, 0.472038
8.912837, 0.472039
8.912891, 0.472041
