Ta, Tb
0.934041, 1.156540
0.933964, 1.156540
0.933888, 1.156540
0.933813, 1.156540
0.933738, 1.156540
0.933663, 1.156540
0.933589, 1.156540
0.933516, 1.156540
0.933442, 1.156540
0.933370, 1.156540
0.933297, 1.156540
0.933225, 1.156540
0.933154, 1.156540
0.933083, 1.156540
0.933013, 1.156540
0.932942, 1.156540
0.932873, 1.156540
0.932804, 1.156540
0.932735, 1.156540
0.932666, 1.156540
0.932599, 1.156540
0.932531, 1.156540
0.932464, 1.156540
0.932397, 1.156540
0.932331, 1.156540
0.932265, 1.156540
0.932200, 1.156540
0.932135, 1.156540
0.932070, 1.156540
0.932006, 1.156540
0.931943, 1.156540
0.931879, 1.156540
0.931816, 1.156540
0.931754, 1.156540
0.931692, 1.156540
0.931630, 1.156540
0.931568, 1.156540
0.931507, 1.156540
0.931447, 1.156540
0.931387, 1.156540
0.931327, 1.156540
0.931267, 1.156540
0.931208, 1.156540
0.931150, 1.156540
0.931091, 1.156540
0.931033, 1.156540
0.930976, 1.156540
0.930919, 1.156540
0.930862, 1.156540
0.930805, 1.156540
0.930749, 1.156540
0.930694, 1.156540
0.930638, 1.156540
0.930583, 1.156540
0.930528, 1.156540
0.930474, 1.156540
0.930420, 1.156540
0.930366, 1.156540
0.930313, 1.156540
0.930260, 1.156540
0.930207, 1.156540
0.930155, 1.156540
0.930103, 1.156540
0.930051, 1.156540
0.930000, 1.156540
0.929949, 1.156540
0.929898, 1.156540
0.929848, 1.156540
0.929798, 1.156540
0.929748, 1.156540
0.929698, 1.156540
0.929649, 1.156540
0.929600, 1.156540
0.929552, 1.156540
0.929504, 1.156540
0.929456, 1.156540
0.929408, 1.156540
0.929361, 1.156540
0.929314, 1.156540
0.929267, 1.156540
0.929221, 1.156540
0.929174, 1.156540
0.929128, 1.156540
0.929083, 1.156540
0.929038, 1.156540
0.928992, 1.156540
0.928948, 1.156540
0.928903, 1.156540
0.928859, 1.156540
0.928815, 1.156540
0.928771, 1.156540
0.928728, 1.156540
0.928685, 1.156540
0.928642, 1.156540
0.928599, 1.156540
0.928557, 1.156540
0.928515, 1.156540
0.928473, 1.156540
0.928431, 1.156540
0.928390, 1.156540
0.928349, 1.156540
0.928308, 1.156540
0.928267, 1.156540
0.928227, 1.156540
0.928187, 1.156540
0.928147, 1.156540
0.928107, 1.156540
0.928068, 1.156540
0.928029, 1.156540
0.927990, 1.156540
0.927951, 1.156540
0.927913, 1.156540
0.927875, 1.156540
0.927838, 1.156540
0.927800, 1.156540
0.927763, 1.156540
0.927727, 1.156540
0.927690, 1.156540
0.927654, 1.156540
0.927617, 1.156540
0.927581, 1.156540
0.927546, 1.156540
0.927510, 1.156540
0.927475, 1.156540
0.927440, 1.156540
0.927405, 1.156540
0.927370, 1.156540
0.927336, 1.156540
0.927301, 1.156540
0.927267, 1.156540
0.927233, 1.156540
0.927199, 1.156540
0.927166, 1.156540
0.927133, 1.156540
0.927099, 1.156540
0.927066, 1.156540
0.927034, 1.156540
0.927001, 1.156540
0.926969, 1.156540
0.926937, 1.156540
0.926904, 1.156540
0.926873, 1.156540
0.926841, 1.156540
0.926809, 1.156540
0.926778, 1.156540
0.926747, 1.156540
0.926716, 1.156540
0.926685, 1.156540
0.926655, 1.156540
0.926624, 1.156540
0.926594, 1.156540
0.926564, 1.156540
0.926534, 1.156540
0.926504, 1.156540
0.926475, 1.156540
0.926445, 1.156540
0.926416, 1.156540
0.926387, 1.156540
0.926358, 1.156540
0.926329, 1.156540
0.926300, 1.156540
0.926272, 1.156540
0.926244, 1.156540
0.926215, 1.156540
0.926187, 1.156540
0.926160, 1.156540
0.926132, 1.156540
0.926104, 1.156540
0.926077, 1.156540
0.926050, 1.156540
0.926022, 1.156540
0.925996, 1.156540
0.925969, 1.156540
0.925942, 1.156540
0.925915, 1.156540
0.925889, 1.156540
0.925863, 1.156540
0.925837, 1.156540
0.925811, 1.156540
0.925785, 1.156540
0.925759, 1.156540
0.925734, 1.156540
0.925708, 1.156540
0.925683, 1.156540
0.925658, 1.156540
0.925633, 1.156540
0.925608, 1.156540
0.925583, 1.156540
0.925558, 1.156540
0.925534, 1.156540
0.925510, 1.156540
0.925485, 1.156540
0.925461, 1.156540
0.925437, 1.156540
0.925413, 1.156540
0.925390, 1.156540
0.925366, 1.156540
0.925342, 1.156540
0.925319, 1.156540
0.925296, 1.156540
0.925273, 1.156540
0.925250, 1.156540
0.925227, 1.156540
0.925204, 1.156540
0.925181, 1.156540
0.925159, 1.156540
0.925136, 1.156540
0.925114, 1.156540
0.925092, 1.156540
0.925070, 1.156540
0.925048, 1.156540
0.925026, 1.156540
0.925004, 1.156540
0.924982, 1.156540
0.924961, 1.156540
0.924939, 1.156540
0.924918, 1.156540
0.924897, 1.156540
0.924876, 1.156540
0.924854, 1.156540
0.924834, 1.156540
0.924813, 1.156540
0.924792, 1.156540
0.924771, 1.156540
0.924751, 1.156540
0.924731, 1.156540
0.924710, 1.156540
0.924690, 1.156540
0.924670, 1.156540
0.924650, 1.156540
0.924630, 1.156540
0.924610, 1.156540
0.924590, 1.156540
0.924571, 1.156540
0.924551, 1.156540
0.924532, 1.156540
0.924512, 1.156540
0.924493, 1.156540
0.924474, 1.156540
0.924455, 1.156540
0.924436, 1.156540
0.924417, 1.156540
0.924398, 1.156540
0.924380, 1.156540
0.924361, 1.156540
0.924343, 1.156540
0.924324, 1.156540
0.924306, 1.156540
0.924287, 1.156540
0.924269, 1.156540
0.924251, 1.156540
0.924233, 1.156540
0.924215, 1.156540
0.924197, 1.156540
0.924180, 1.156540
0.924162, 1.156540
0.924144, 1.156540
0.924127, 1.156540
0.924109, 1.156540
0.924092, 1.156540
0.924075, 1.156540
0.924058, 1.156540
0.924041, 1.156540
0.924024, 1.156540
0.924007, 1.156540
0.923990, 1.156540
0.923973, 1.156540
0.923956, 1.156540
0.923940, 1.156540
0.923923, 1.156540
0.923907, 1.156540
0.923890, 1.156540
0.923874, 1.156540
0.923858, 1.156540
0.923841, 1.156540
0.923825, 1.156540
0.923809, 1.156540
0.923793, 1.156540
0.923777, 1.156540
0.923762, 1.156540
0.923746, 1.156540
0.923730, 1.156540
0.923715, 1.156540
0.923699, 1.156540
0.923684, 1.156540
0.923668, 1.156540
0.923653, 1.156540
0.923638, 1.156540
0.923622, 1.156540
0.923607, 1.156540
0.923592, 1.156540
0.923577, 1.156540
0.923562, 1.156540
0.923547, 1.156540
0.923533, 1.156540
0.923518, 1.156540
0.923503, 1.156540
0.923489, 1.156540
0.923474, 1.156540
0.923460, 1.156540
0.923445, 1.156540
0.923431, 1.156540
0.923416, 1.156540
0.923402, 1.156540
0.923388, 1.156540
0.923374, 1.156540
0.923360, 1.156540
0.923346, 1.156540
0.923332, 1.156540
0.923318, 1.156540
0.923304, 1.156540
0.923291, 1.156540
0.923277, 1.156540
0.923263, 1.156540
0.923250, 1.156540
0.923236, 1.156540
0.923223, 1.156540
0.923209, 1.156540
0.923196, 1.156540
0.923183, 1.156540
0.923170, 1.156540
0.923156, 1.156540
0.923143, 1.156540
0.923130, 1.156540
0.923117, 1.156540
0.923104, 1.156540
0.923091, 1.156540
0.923079, 1.156540
0.923066, 1.156540
0.923053, 1.156540
0.923040, 1.156540
0.923028, 1.156540
0.923015, 1.156540
0.923003, 1.156540
0.922990, 1.156540
0.922978, 1.156540
0.922965, 1.156540
0.922953, 1.156540
0.922941, 1.156540
0.922929, 1.156540
0.922916, 1.156540
0.922904, 1.156540
0.922892, 1.156540
0.922880, 1.156540
0.922868, 1.156540
0.922856, 1.156540
0.922844, 1.156540
0.922833, 1.156540
0.922821, 1.156540
0.922809, 1.156540
0.922797, 1.156540
0.922786, 1.156540
0.922774, 1.156540
0.922763, 1.156540
0.922751, 1.156540
0.922740, 1.156540
0.922728, 1.156540
0.922717, 1.156540
0.922706, 1.156540
0.922694, 1.156540
0.922683, 1.156540
0.922672, 1.156540
0.922661, 1.156540
0.922650, 1.156540
0.922639, 1.156540
0.922628, 1.156540
0.922617, 1.156540
0.922606, 1.156540
0.922595, 1.156540
0.922584, 1.156540
0.922574, 1.156540
0.922563, 1.156540
0.922552, 1.156540
0.922541, 1.156540
0.922531, 1.156540
0.922520, 1.156540
0.922510, 1.156540
0.922499, 1.156540
0.922489, 1.156540
0.922478, 1.156540
0.922468, 1.156540
0.922458, 1.156540
0.922447, 1.156540
0.922437, 1.156540
0.922427, 1.156540
0.922417, 1.156540
0.922407, 1.156540
0.922397, 1.156540
0.922387, 1.156540
0.922377, 1.156540
0.922367, 1.156540
0.922357, 1.156540
0.922347, 1.156540
0.922337, 1.156540
0.922327, 1.156540
0.922317, 1.156540
0.922308, 1.156540
0.922298, 1.156540
0.922288, 1.156540
0.922279, 1.156540
0.922269, 1.156540
0.922259, 1.156540
0.922250, 1.156540
0.922240, 1.156540
0.922231, 1.156540
0.922222, 1.156540
0.922212, 1.156540
0.922203, 1.156540
0.922194, 1.156540
0.922184, 1.156540
0.922175, 1.156540
0.922166, 1.156540
0.922157, 1.156540
0.922148, 1.156540
0.922138, 1.156540
0.922129, 1.156540
0.922120, 1.156540
0.922111, 1.156540
0.922102, 1.156540
0.922093, 1.156540
0.922085, 1.156540
0.922076, 1.156540
0.922067, 1.156540
0.922058, 1.156540
0.922049, 1.156540
0.922041, 1.156540
0.922032, 1.156540
0.922023, 1.156540
0.922015, 1.156540
0.922006, 1.156540
0.921997, 1.156540
0.921989, 1.156540
0.921980, 1.156540
0.921972, 1.156540
0.921963, 1.156540
0.921955, 1.156540
0.921947, 1.156540
0.921938, 1.156540
0.921930, 1.156540
0.921922, 1.156540
0.921913, 1.156540
0.921905, 1.156540
0.921897, 1.156540
0.921889, 1.156540
0.921881, 1.156540
0.921872, 1.156540
0.921864, 1.156540
0.921856, 1.156540
0.921848, 1.156540
0.921840, 1.156540
0.921832, 1.156540
0.921824, 1.156540
0.921816, 1.156540
0.921809, 1.156540
0.921801, 1.156540
0.921793, 1.156540
0.921785, 1.156540
0.921777, 1.156540
0.921769, 1.156540
0.921762, 1.156540
0.921754, 1.156540
0.921746, 1.156540
0.921739, 1.156540
0.921731, 1.156540
0.921724, 1.156540
0.921716, 1.156540
0.921708, 1.156540
0.921701, 1.156540
0.921693, 1.156540
0.921686, 1.156540
0.921679, 1.156540
0.921671, 1.156540
0.921664, 1.156540
0.921656, 1.156540
0.921649, 1.156540
0.921642, 1.156540
0.921635, 1.156540
0.921627, 1.156540
0.921620, 1.156540
0.921613, 1.156540
0.921606, 1.156540
0.921599, 1.156540
0.921591, 1.156540
0.921584, 1.156540
0.921577, 1.156540
0.921570, 1.156540
0.921563, 1.156540
0.921556, 1.156540
0.921549, 1.156540
0.921542, 1.156540
0.921535, 1.156540
0.921528, 1.156540
0.921521, 1.156540
0.921515, 1.156540
0.921508, 1.156540
0.921501, 1.156540
0.921494, 1.156540
0.921487, 1.156540
0.921481, 1.156540
0.921474, 1.156540
0.921467, 1.156540
0.921461, 1.156540
0.921454, 1.156540
0.921447, 1.156540
0.921441, 1.156540
0.921434, 1.156540
0.921428, 1.156540
0.921421, 1.156540
0.921414, 1.156540
0.921408, 1.156540
0.921402, 1.156540
0.921395, 1.156540
0.921389, 1.156540
0.921382, 1.156540
0.921376, 1.156540
0.921369, 1.156540
0.921363, 1.156540
0.921357, 1.156540
0.921350, 1.156540
0.921344, 1.156540
0.921338, 1.156540
0.921332, 1.156540
0.921325, 1.156540
0.921319, 1.156540
0.921313, 1.156540
0.921307, 1.156540
0.921301, 1.156540
0.921295, 1.156540
0.921289, 1.156540
0.921282, 1.156540
0.921276, 1.156540
0.921270, 1.156540
0.921264, 1.156540
0.921258, 1.156540
0.921252, 1.156540
0.921246, 1.156540
0.921240, 1.156540
0.921235, 1.156540
0.921229, 1.156540
0.921223, 1.156540
0.921217, 1.156540
0.921211, 1.156540
0.921205, 1.156540
0.921199, 1.156540
0.921194, 1.156540
0.921188, 1.156540
0.921182, 1.156540
0.921176, 1.156540
0.921171, 1.156540
0.921165, 1.156540
0.921159, 1.156540
0.921154, 1.156540
0.921148, 1.156540
0.921142, 1.156540
0.921137, 1.156540
0.921131, 1.156540
0.921126, 1.156540
0.921120, 1.156540
0.921115, 1.156540
0.921109, 1.156540
0.921104, 1.156540
0.921098, 1.156540
0.921093, 1.156540
0.921087, 1.156540
0.921082, 1.156540
0.921076, 1.156540
0.921071, 1.156540
0.921066, 1.156540
0.921060, 1.156540
0.921055, 1.156540
0.921050, 1.156540
0.921044, 1.156540
0.921039, 1.156540
0.921034, 1.156540
0.921028, 1.156540
0.921023, 1.156540
0.921018, 1.156540
0.921013, 1.156540
0.921008, 1.156540
0.921002, 1.156540
0.920997, 1.156540
0.920992, 1.156540
0.920987, 1.156540
0.920982, 1.156540
0.920977, 1.156540
0.920972, 1.156540
0.920967, 1.156540
0.920962, 1.156540
0.920957, 1.156540
0.920952, 1.156540
0.920947, 1.156540
0.920942, 1.156540
0.920937, 1.156540
0.920932, 1.156540
0.920927, 1.156540
0.920922, 1.156540
0.920917, 1.156540
0.920912, 1.156540
0.920907, 1.156540
0.920902, 1.156540
0.920897, 1.156540
0.920893, 1.156540
0.920888, 1.156540
0.920883, 1.156540
0.920878, 1.156540
0.920873, 1.156540
0.920869, 1.156540
0.920864, 1.156540
0.920859, 1.156540
0.920854, 1.156540
0.920850, 1.156540
0.920845, 1.156540
0.920840, 1.156540
0.920836, 1.156540
0.920831, 1.156540
0.920827, 1.156540
0.920822, 1.156540
0.920817, 1.156540
0.920813, 1.156540
0.920808, 1.156540
0.920804, 1.156540
0.920799, 1.156540
0.920795, 1.156540
0.920790, 1.156540
0.920786, 1.156540
0.920781, 1.156540
0.920777, 1.156540
0.920772, 1.156540
0.920768, 1.156540
0.920763, 1.156540
0.920759, 1.156540
0.920754, 1.156540
0.920750, 1.156540
0.920746, 1.156540
0.920741, 1.156540
0.920737, 1.156540
0.920733, 1.156540
0.920728, 1.156540
0.920724, 1.156540
0.920720, 1.156540
0.920715, 1.156540
0.920711, 1.156540
0.920707, 1.156540
0.920703, 1.156540
0.920698, 1.156540
0.920694, 1.156540
0.920690, 1.156540
0.920686, 1.156540
0.920682, 1.156540
0.920677, 1.156540
0.920673, 1.156540
0.920669, 1.156540
0.920665, 1.156540
0.920661, 1.156540
0.920657, 1.156540
0.920653, 1.156540
0.920648, 1.156540
0.920644, 1.156540
0.920640, 1.156540
0.920636, 1.156540
0.920632, 1.156540
0.920628, 1.156540
0.920624, 1.156540
0.920620, 1.156540
0.920616, 1.156540
0.920612, 1.156540
0.920608, 1.156540
0.920604, 1.156540
0.920600, 1.156540
0.920596, 1.156540
0.920593, 1.156540
0.920589, 1.156540
0.920585, 1.156540
0.920581, 1.156540
0.920577, 1.156540
0.920573, 1.156540
0.920569, 1.156540
0.920565, 1.156540
0.920562, 1.156540
0.920558, 1.156540
0.920554, 1.156540
0.920550, 1.156540
0.920546, 1.156540
0.920543, 1.156540
0.920539, 1.156540
0.920535, 1.156540
0.920531, 1.156540
0.920528, 1.156540
0.920524, 1.156540
0.920520, 1.156540
0.920516, 1.156540
0.920513, 1.156540
0.920509, 1.156540
0.920505, 1.156540
0.920502, 1.156540
0.920498, 1.156540
0.920494, 1.156540
0.920491, 1.156540
0.920487, 1.156540
0.920484, 1.156540
0.920480, 1.156540
0.920476, 1.156540
0.920473, 1.156540
0.920469, 1.156540
0.920466, 1.156540
0.920462, 1.156540
0.920459, 1.156540
0.920455, 1.156540
0.920452, 1.156540
0.920448, 1.156540
0.920445, 1.156540
0.920441, 1.156540
0.920438, 1.156540
0.920434, 1.156540
0.920431, 1.156540
0.920427, 1.156540
0.920424, 1.156540
0.920421, 1.156540
0.920417, 1.156540
0.920414, 1.156540
0.920410, 1.156540
0.920407, 1.156540
0.920404, 1.156540
0.920400, 1.156540
0.920397, 1.156540
0.920393, 1.156540
0.920390, 1.156540
0.920387, 1.156540
0.920383, 1.156540
0.920380, 1.156540
0.920377, 1.156540
0.920374, 1.156540
0.920370, 1.156540
0.920367, 1.156540
0.920364, 1.156540
0.920361, 1.156540
0.920357, 1.156540
0.920354, 1.156540
0.920351, 1.156540
0.920348, 1.156540
0.920344, 1.156540
0.920341, 1.156540
0.920338, 1.156540
0.920335, 1.156540
0.920332, 1.156540
0.920329, 1.156540
0.920325, 1.156540
0.920322, 1.156540
0.920319, 1.156540
0.920316, 1.156540
0.920313, 1.156540
0.920310, 1.156540
0.920307, 1.156540
0.920304, 1.156540
0.920300, 1.156540
0.920297, 1.156540
0.920294, 1.156540
0.920291, 1.156540
0.920288, 1.156540
0.920285, 1.156540
0.920282, 1.156540
0.920279, 1.156540
0.920276, 1.156540
0.920273, 1.156540
0.920270, 1.156540
0.920267, 1.156540
0.920264, 1.156540
0.920261, 1.156540
0.920258, 1.156540
0.920255, 1.156540
0.920252, 1.156540
0.920249, 1.156540
0.920246, 1.156540
0.920243, 1.156540
0.920241, 1.156540
0.920238, 1.156540
0.920235, 1.156540
0.920232, 1.156540
0.920229, 1.156540
0.920226, 1.156540
0.920223, 1.156540
0.920220, 1.156540
0.920218, 1.156540
0.920216, 1.156540
0.920214, 1.156540
0.920212, 1.156540
0.920209, 1.156540
0.920207, 1.156540
0.920205, 1.156540
0.920203, 1.156540
0.920201, 1.156540
0.920199, 1.156540
0.920197, 1.156540
0.920195, 1.156540
0.920193, 1.156540
0.920191, 1.156540
0.920189, 1.156540
0.920187, 1.156540
0.920185, 1.156540
0.920183, 1.156540
0.920182, 1.156540
0.920180, 1.156540
0.920178, 1.156540
0.920176, 1.156540
0.920174, 1.156540
0.920172, 1.156540
0.920170, 1.156540
0.920169, 1.156540
0.920167, 1.156540
0.920165, 1.156540
0.920163, 1.156540
0.920161, 1.156540
0.920160, 1.156540
0.920158, 1.156540
0.920156, 1.156540
0.920154, 1.156540
0.920153, 1.156540
0.920151, 1.156540
0.920149, 1.156540
0.920148, 1.156540
0.920146, 1.156540
0.920144, 1.156540
0.920143, 1.156540
0.920141, 1.156540
0.920139, 1.156540
0.920138, 1.156540
0.920136, 1.156540
0.920135, 1.156540
0.920133, 1.156540
0.920132, 1.156540
0.920131, 1.156540
0.920130, 1.156540
0.920129, 1.156540
0.920128, 1.156540
0.920127, 1.156540
0.920126, 1.156540
0.920125, 1.156540
0.920124, 1.156540
0.920124, 1.156540
0.920123, 1.156540
0.920122, 1.156540
0.920121, 1.156540
0.920120, 1.156540
0.920120, 1.156540
0.920119, 1.156540
0.920118, 1.156540
0.920117, 1.156540
0.920117, 1.156540
0.920116, 1.156540
0.920115, 1.156540
0.920115, 1.156540
0.920114, 1.156540
0.920113, 1.156540
0.920113, 1.156540
0.920112, 1.156540
0.920112, 1.156540
0.920111, 1.156540
0.920110, 1.156540
0.920110, 1.156540
0.920109, 1.156540
0.920109, 1.156540
0.920108, 1.156540
0.920108, 1.156540
0.920107, 1.156540
0.920107, 1.156540
0.920107, 1.156540
