Ra, Rb
1.702554, 0.206310
1.703941, 0.206394
1.705329, 0.206478
1.706716, 0.206562
1.708104, 0.206646
1.709491, 0.206730
1.710879, 0.206814
1.712267, 0.206898
1.713654, 0.206982
1.715042, 0.207065
1.716429, 0.207149
1.717817, 0.207233
1.719204, 0.207316
1.720592, 0.207400
1.721980, 0.207484
1.723367, 0.207567
1.724755, 0.207651
1.726142, 0.207734
1.727530, 0.207818
1.728917, 0.207901
1.730305, 0.207985
1.731693, 0.208068
1.733080, 0.208151
1.734468, 0.208235
1.735855, 0.208318
1.737243, 0.208401
1.738630, 0.208484
1.740018, 0.208568
1.741406, 0.208651
1.742793, 0.208734
1.744181, 0.208817
1.745568, 0.208900
1.746956, 0.208983
1.748344, 0.209066
1.749731, 0.209149
1.751119, 0.209232
1.752506, 0.209315
1.753894, 0.209398
1.755281, 0.209480
1.756669, 0.209563
1.758057, 0.209646
1.759444, 0.209729
